ID	Trait	Population	Sample_size	Nsnp
eqtl-a-ENSG00000179761	ENSG00000179761	European	31470	14855
eqtl-a-ENSG00000232093	ENSG00000232093	European	4868	14658
eqtl-a-ENSG00000164162	ENSG00000164162	European	14263	15882
eqtl-a-ENSG00000162769	ENSG00000162769	European	31684	18519
eqtl-a-ENSG00000204427	ENSG00000204427	European	9188	39336
eqtl-a-ENSG00000267731	ENSG00000267731	European	5502	17045
eqtl-a-ENSG00000138495	ENSG00000138495	European	6421	17546
eqtl-a-ENSG00000215421	ENSG00000215421	European	31470	19605
eqtl-a-ENSG00000107485	ENSG00000107485	European	31684	20827
eqtl-a-ENSG00000165572	ENSG00000165572	European	26395	18264
eqtl-a-ENSG00000127989	ENSG00000127989	European	26355	15746
eqtl-a-ENSG00000214253	ENSG00000214253	European	31684	18157
eqtl-a-ENSG00000182512	ENSG00000182512	European	31684	21220
eqtl-a-ENSG00000116701	ENSG00000116701	European	31684	17774
eqtl-a-ENSG00000170779	ENSG00000170779	European	31684	20628
eqtl-a-ENSG00000243607	ENSG00000243607	European	4169	17889
eqtl-a-ENSG00000130876	ENSG00000130876	European	31684	19251
eqtl-a-ENSG00000134597	ENSG00000134597	European	9188	10125
eqtl-a-ENSG00000251002	ENSG00000251002	European	5502	19119
eqtl-a-ENSG00000161040	ENSG00000161040	European	31684	17224
eqtl-a-ENSG00000177324	ENSG00000177324	European	9188	10125
eqtl-a-ENSG00000010810	ENSG00000010810	European	31684	17512
eqtl-a-ENSG00000196787	ENSG00000196787	European	31644	17927
eqtl-a-ENSG00000157540	ENSG00000157540	European	31470	18899
eqtl-a-ENSG00000090447	ENSG00000090447	European	31684	20073
eqtl-a-ENSG00000147164	ENSG00000147164	European	9188	10125
eqtl-a-ENSG00000134061	ENSG00000134061	European	31684	19127
eqtl-a-ENSG00000058673	ENSG00000058673	European	11496	17275
eqtl-a-ENSG00000110169	ENSG00000110169	European	31050	20456
eqtl-a-ENSG00000151461	ENSG00000151461	European	30895	20761
eqtl-a-ENSG00000238245	ENSG00000238245	European	3831	10059
eqtl-a-ENSG00000130311	ENSG00000130311	European	14263	18175
eqtl-a-ENSG00000087206	ENSG00000087206	European	26609	16734
eqtl-a-ENSG00000149100	ENSG00000149100	European	31430	17686
eqtl-a-ENSG00000152785	ENSG00000152785	European	30427	17556
eqtl-a-ENSG00000267336	ENSG00000267336	European	5164	17075
eqtl-a-ENSG00000224097	ENSG00000224097	European	21364	18064
eqtl-a-ENSG00000164684	ENSG00000164684	European	25262	17682
eqtl-a-ENSG00000226499	ENSG00000226499	European	4677	15639
eqtl-a-ENSG00000174807	ENSG00000174807	European	31684	15949
eqtl-a-ENSG00000112304	ENSG00000112304	European	31470	21369
eqtl-a-ENSG00000267488	ENSG00000267488	European	5502	16152
eqtl-a-ENSG00000197903	ENSG00000197903	European	31684	18097
eqtl-a-ENSG00000048052	ENSG00000048052	European	31684	19263
eqtl-a-ENSG00000217648	ENSG00000217648	European	4677	16632
eqtl-a-ENSG00000143321	ENSG00000143321	European	31684	17874
eqtl-a-ENSG00000138814	ENSG00000138814	European	31470	19080
eqtl-a-ENSG00000125869	ENSG00000125869	European	25690	18704
eqtl-a-ENSG00000100599	ENSG00000100599	European	31684	19893
eqtl-a-ENSG00000198208	ENSG00000198208	European	31684	17632
eqtl-a-ENSG00000228686	ENSG00000228686	European	4994	16435
eqtl-a-ENSG00000107140	ENSG00000107140	European	31684	17316
eqtl-a-ENSG00000228623	ENSG00000228623	European	21121	17945
eqtl-a-ENSG00000164342	ENSG00000164342	European	31470	20648
eqtl-a-ENSG00000211713	ENSG00000211713	European	5502	16390
eqtl-a-ENSG00000160716	ENSG00000160716	European	30137	15701
eqtl-a-ENSG00000108278	ENSG00000108278	European	31684	16560
eqtl-a-ENSG00000176454	ENSG00000176454	European	31684	20009
eqtl-a-ENSG00000010671	ENSG00000010671	European	9188	10125
eqtl-a-ENSG00000136111	ENSG00000136111	European	31684	19045
eqtl-a-ENSG00000227533	ENSG00000227533	European	5502	16191
eqtl-a-ENSG00000231050	ENSG00000231050	European	4339	16341
eqtl-a-ENSG00000257621	ENSG00000257621	European	17261	18147
eqtl-a-ENSG00000248632	ENSG00000248632	European	5502	19552
eqtl-a-ENSG00000229728	ENSG00000229728	European	5164	17662
eqtl-a-ENSG00000118137	ENSG00000118137	European	30859	19632
eqtl-a-ENSG00000251992	ENSG00000251992	European	17021	19282
eqtl-a-ENSG00000170469	ENSG00000170469	European	31256	15088
eqtl-a-ENSG00000151353	ENSG00000151353	European	31470	19491
eqtl-a-ENSG00000189159	ENSG00000189159	European	31470	18790
eqtl-a-ENSG00000133961	ENSG00000133961	European	31470	19182
eqtl-a-ENSG00000198722	ENSG00000198722	European	31684	17178
eqtl-a-ENSG00000211452	ENSG00000211452	European	29048	19122
eqtl-a-ENSG00000179115	ENSG00000179115	European	31684	17785
eqtl-a-ENSG00000196465	ENSG00000196465	European	14263	16058
eqtl-a-ENSG00000266408	ENSG00000266408	European	5164	17021
eqtl-a-ENSG00000237846	ENSG00000237846	European	4994	10093
eqtl-a-ENSG00000224415	ENSG00000224415	European	6083	15547
eqtl-a-ENSG00000260265	ENSG00000260265	European	7297	16656
eqtl-a-ENSG00000197124	ENSG00000197124	European	31684	20073
eqtl-a-ENSG00000111012	ENSG00000111012	European	31684	17339
eqtl-a-ENSG00000105991	ENSG00000105991	European	31684	18509
eqtl-a-ENSG00000170296	ENSG00000170296	European	30337	19234
eqtl-a-ENSG00000259647	ENSG00000259647	European	3831	14087
eqtl-a-ENSG00000168067	ENSG00000168067	European	31684	13530
eqtl-a-ENSG00000214439	ENSG00000214439	European	5502	16836
eqtl-a-ENSG00000232295	ENSG00000232295	European	4994	18108
eqtl-a-ENSG00000015532	ENSG00000015532	European	31684	17478
eqtl-a-ENSG00000150764	ENSG00000150764	European	31684	17721
eqtl-a-ENSG00000226179	ENSG00000226179	European	4677	10042
eqtl-a-ENSG00000010404	ENSG00000010404	European	9188	10125
eqtl-a-ENSG00000163811	ENSG00000163811	European	26181	18298
eqtl-a-ENSG00000196313	ENSG00000196313	European	11496	15182
eqtl-a-ENSG00000125450	ENSG00000125450	European	26609	18521
eqtl-a-ENSG00000119487	ENSG00000119487	European	31644	17864
eqtl-a-ENSG00000161509	ENSG00000161509	European	30962	19088
eqtl-a-ENSG00000155026	ENSG00000155026	European	8906	18914
eqtl-a-ENSG00000069329	ENSG00000069329	European	31684	12288
eqtl-a-ENSG00000225611	ENSG00000225611	European	5502	16965
eqtl-a-ENSG00000162591	ENSG00000162591	European	9188	19316
eqtl-a-ENSG00000171853	ENSG00000171853	European	25690	20581
eqtl-a-ENSG00000102996	ENSG00000102996	European	31684	20275
eqtl-a-ENSG00000182979	ENSG00000182979	European	26609	20457
eqtl-a-ENSG00000253831	ENSG00000253831	European	29094	17293
eqtl-a-ENSG00000143994	ENSG00000143994	European	31684	16313
eqtl-a-ENSG00000268164	ENSG00000268164	European	4994	20211
eqtl-a-ENSG00000074370	ENSG00000074370	European	31470	20596
eqtl-a-ENSG00000254838	ENSG00000254838	European	6421	19330
eqtl-a-ENSG00000221994	ENSG00000221994	European	9188	10125
eqtl-a-ENSG00000172469	ENSG00000172469	European	31644	18547
eqtl-a-ENSG00000128699	ENSG00000128699	European	31644	17625
eqtl-a-ENSG00000156886	ENSG00000156886	European	31684	14498
eqtl-a-ENSG00000248835	ENSG00000248835	European	5502	17539
eqtl-a-ENSG00000148143	ENSG00000148143	European	30765	18463
eqtl-a-ENSG00000159692	ENSG00000159692	European	26609	19388
eqtl-a-ENSG00000171943	ENSG00000171943	European	5502	11941
eqtl-a-ENSG00000228216	ENSG00000228216	European	3831	17238
eqtl-a-ENSG00000196081	ENSG00000196081	European	5502	19185
eqtl-a-ENSG00000186854	ENSG00000186854	European	20202	17894
eqtl-a-ENSG00000143643	ENSG00000143643	European	31470	19291
eqtl-a-ENSG00000137460	ENSG00000137460	European	31684	18360
eqtl-a-ENSG00000132005	ENSG00000132005	European	31684	18677
eqtl-a-ENSG00000256053	ENSG00000256053	European	24968	19749
eqtl-a-ENSG00000226699	ENSG00000226699	European	3831	14966
eqtl-a-ENSG00000263823	ENSG00000263823	European	5502	16918
eqtl-a-ENSG00000214955	ENSG00000214955	European	4339	15448
eqtl-a-ENSG00000065183	ENSG00000065183	European	31684	18066
eqtl-a-ENSG00000170903	ENSG00000170903	European	25690	17604
eqtl-a-ENSG00000148690	ENSG00000148690	European	31684	18326
eqtl-a-ENSG00000064201	ENSG00000064201	European	30721	20675
eqtl-a-ENSG00000145623	ENSG00000145623	European	30257	19500
eqtl-a-ENSG00000174871	ENSG00000174871	European	31256	15795
eqtl-a-ENSG00000211818	ENSG00000211818	European	5502	19117
eqtl-a-ENSG00000270060	ENSG00000270060	European	5502	14731
eqtl-a-ENSG00000161800	ENSG00000161800	European	31470	16268
eqtl-a-ENSG00000243696	ENSG00000243696	European	31346	16270
eqtl-a-ENSG00000196284	ENSG00000196284	European	26395	18428
eqtl-a-ENSG00000266643	ENSG00000266643	European	3831	15699
eqtl-a-ENSG00000164118	ENSG00000164118	European	25476	19140
eqtl-a-ENSG00000231494	ENSG00000231494	European	5311	17530
eqtl-a-ENSG00000259599	ENSG00000259599	European	3831	14907
eqtl-a-ENSG00000143409	ENSG00000143409	European	31684	17037
eqtl-a-ENSG00000218426	ENSG00000218426	European	5502	18524
eqtl-a-ENSG00000138755	ENSG00000138755	European	31684	19480
eqtl-a-ENSG00000186532	ENSG00000186532	European	31470	20517
eqtl-a-ENSG00000102575	ENSG00000102575	European	31470	18210
eqtl-a-ENSG00000169660	ENSG00000169660	European	31684	19088
eqtl-a-ENSG00000006704	ENSG00000006704	European	14263	13792
eqtl-a-ENSG00000104972	ENSG00000104972	European	28703	22234
eqtl-a-ENSG00000224557	ENSG00000224557	European	13344	33564
eqtl-a-ENSG00000171992	ENSG00000171992	European	31684	19133
eqtl-a-ENSG00000204859	ENSG00000204859	European	31684	19180
eqtl-a-ENSG00000132906	ENSG00000132906	European	31684	20067
eqtl-a-ENSG00000268889	ENSG00000268889	European	3831	17392
eqtl-a-ENSG00000169925	ENSG00000169925	European	31684	21504
eqtl-a-ENSG00000257242	ENSG00000257242	European	8269	17078
eqtl-a-ENSG00000167508	ENSG00000167508	European	30935	22631
eqtl-a-ENSG00000267266	ENSG00000267266	European	20824	17185
eqtl-a-ENSG00000111554	ENSG00000111554	European	31684	18713
eqtl-a-ENSG00000198162	ENSG00000198162	European	31470	17267
eqtl-a-ENSG00000266017	ENSG00000266017	European	5164	10570
eqtl-a-ENSG00000260660	ENSG00000260660	European	4994	14838
eqtl-a-ENSG00000105617	ENSG00000105617	European	14263	22213
eqtl-a-ENSG00000224307	ENSG00000224307	European	22495	18690
eqtl-a-ENSG00000158748	ENSG00000158748	European	31684	19792
eqtl-a-ENSG00000110435	ENSG00000110435	European	31684	19228
eqtl-a-ENSG00000134489	ENSG00000134489	European	30935	17759
eqtl-a-ENSG00000151651	ENSG00000151651	European	31684	17943
eqtl-a-ENSG00000105583	ENSG00000105583	European	25690	17867
eqtl-a-ENSG00000066651	ENSG00000066651	European	31684	16370
eqtl-a-ENSG00000241294	ENSG00000241294	European	5502	13740
eqtl-a-ENSG00000169118	ENSG00000169118	European	31684	17216
eqtl-a-ENSG00000232303	ENSG00000232303	European	4339	17248
eqtl-a-ENSG00000197747	ENSG00000197747	European	31470	17733
eqtl-a-ENSG00000185774	ENSG00000185774	European	30962	20010
eqtl-a-ENSG00000133247	ENSG00000133247	European	31470	22271
eqtl-a-ENSG00000221983	ENSG00000221983	European	26395	18234
eqtl-a-ENSG00000232216	ENSG00000232216	European	5502	15963
eqtl-a-ENSG00000181847	ENSG00000181847	European	31470	16982
eqtl-a-ENSG00000261476	ENSG00000261476	European	3831	17082
eqtl-a-ENSG00000251791	ENSG00000251791	European	16683	18241
eqtl-a-ENSG00000149480	ENSG00000149480	European	31684	17932
eqtl-a-ENSG00000147437	ENSG00000147437	European	31684	19172
eqtl-a-ENSG00000165240	ENSG00000165240	European	9188	10125
eqtl-a-ENSG00000196743	ENSG00000196743	European	26395	18839
eqtl-a-ENSG00000229539	ENSG00000229539	European	4530	17528
eqtl-a-ENSG00000213493	ENSG00000213493	European	4339	16596
eqtl-a-ENSG00000253210	ENSG00000253210	European	5502	17610
eqtl-a-ENSG00000174705	ENSG00000174705	European	31300	18894
eqtl-a-ENSG00000132128	ENSG00000132128	European	31684	17998
eqtl-a-ENSG00000141543	ENSG00000141543	European	31684	20991
eqtl-a-ENSG00000178988	ENSG00000178988	European	30935	22306
eqtl-a-ENSG00000124198	ENSG00000124198	European	31684	19022
eqtl-a-ENSG00000106034	ENSG00000106034	European	25690	16861
eqtl-a-ENSG00000058335	ENSG00000058335	European	31684	19510
eqtl-a-ENSG00000233614	ENSG00000233614	European	5502	14699
eqtl-a-ENSG00000234665	ENSG00000234665	European	5502	10331
eqtl-a-ENSG00000151304	ENSG00000151304	European	31470	19698
eqtl-a-ENSG00000169696	ENSG00000169696	European	31256	20487
eqtl-a-ENSG00000174374	ENSG00000174374	European	28917	14587
eqtl-a-ENSG00000167065	ENSG00000167065	European	31684	17979
eqtl-a-ENSG00000153767	ENSG00000153767	European	31684	17662
eqtl-a-ENSG00000228932	ENSG00000228932	European	4339	16792
eqtl-a-ENSG00000196074	ENSG00000196074	European	31684	18753
eqtl-a-ENSG00000167552	ENSG00000167552	European	14263	16510
eqtl-a-ENSG00000101773	ENSG00000101773	European	31470	17310
eqtl-a-ENSG00000174903	ENSG00000174903	European	31684	15928
eqtl-a-ENSG00000177054	ENSG00000177054	European	31470	19360
eqtl-a-ENSG00000223491	ENSG00000223491	European	4656	11703
eqtl-a-ENSG00000166123	ENSG00000166123	European	31470	12942
eqtl-a-ENSG00000243660	ENSG00000243660	European	20947	20481
eqtl-a-ENSG00000235505	ENSG00000235505	European	22495	18147
eqtl-a-ENSG00000100422	ENSG00000100422	European	31684	20857
eqtl-a-ENSG00000099849	ENSG00000099849	European	31684	17420
eqtl-a-ENSG00000106976	ENSG00000106976	European	31684	17468
eqtl-a-ENSG00000167094	ENSG00000167094	European	31684	17394
eqtl-a-ENSG00000180881	ENSG00000180881	European	30765	18529
eqtl-a-ENSG00000163520	ENSG00000163520	European	31684	19871
eqtl-a-ENSG00000196961	ENSG00000196961	European	31684	18961
eqtl-a-ENSG00000213889	ENSG00000213889	European	14263	18189
eqtl-a-ENSG00000232125	ENSG00000232125	European	30337	17678
eqtl-a-ENSG00000169330	ENSG00000169330	European	26609	19825
eqtl-a-ENSG00000244723	ENSG00000244723	European	5502	18026
eqtl-a-ENSG00000144749	ENSG00000144749	European	31470	20062
eqtl-a-ENSG00000148468	ENSG00000148468	European	26609	20173
eqtl-a-ENSG00000182670	ENSG00000182670	European	31684	19064
eqtl-a-ENSG00000142552	ENSG00000142552	European	31684	19013
eqtl-a-ENSG00000205464	ENSG00000205464	European	26609	17677
eqtl-a-ENSG00000230006	ENSG00000230006	European	31256	15352
eqtl-a-ENSG00000188177	ENSG00000188177	European	31684	17063
eqtl-a-ENSG00000168918	ENSG00000168918	European	31684	19314
eqtl-a-ENSG00000255661	ENSG00000255661	European	21760	17928
eqtl-a-ENSG00000152582	ENSG00000152582	European	31684	19241
eqtl-a-ENSG00000153982	ENSG00000153982	European	31644	15240
eqtl-a-ENSG00000161642	ENSG00000161642	European	31684	17815
eqtl-a-ENSG00000132016	ENSG00000132016	European	31470	18374
eqtl-a-ENSG00000171566	ENSG00000171566	European	14263	18037
eqtl-a-ENSG00000221184	ENSG00000221184	European	5164	17078
eqtl-a-ENSG00000124593	ENSG00000124593	European	26196	18599
eqtl-a-ENSG00000214174	ENSG00000214174	European	11496	16561
eqtl-a-ENSG00000130733	ENSG00000130733	European	26609	18419
eqtl-a-ENSG00000100628	ENSG00000100628	European	31684	20262
eqtl-a-ENSG00000074590	ENSG00000074590	European	31644	18194
eqtl-a-ENSG00000117245	ENSG00000117245	European	31050	18598
eqtl-a-ENSG00000120697	ENSG00000120697	European	31684	18831
eqtl-a-ENSG00000116791	ENSG00000116791	European	25860	17062
eqtl-a-ENSG00000227372	ENSG00000227372	European	25476	21206
eqtl-a-ENSG00000169972	ENSG00000169972	European	26609	17193
eqtl-a-ENSG00000204472	ENSG00000204472	European	14263	31881
eqtl-a-ENSG00000075884	ENSG00000075884	European	31470	16702
eqtl-a-ENSG00000178222	ENSG00000178222	European	31684	19660
eqtl-a-ENSG00000159247	ENSG00000159247	European	9188	13402
eqtl-a-ENSG00000211813	ENSG00000211813	European	5502	19040
eqtl-a-ENSG00000211727	ENSG00000211727	European	5502	16442
eqtl-a-ENSG00000260070	ENSG00000260070	European	4677	17615
eqtl-a-ENSG00000122367	ENSG00000122367	European	29409	18020
eqtl-a-ENSG00000001497	ENSG00000001497	European	9188	10125
eqtl-a-ENSG00000095906	ENSG00000095906	European	31684	20500
eqtl-a-ENSG00000196436	ENSG00000196436	European	5502	18180
eqtl-a-ENSG00000237017	ENSG00000237017	European	5502	20699
eqtl-a-ENSG00000188613	ENSG00000188613	European	30962	18533
eqtl-a-ENSG00000188763	ENSG00000188763	European	12519	14712
eqtl-a-ENSG00000214783	ENSG00000214783	European	6083	15978
eqtl-a-ENSG00000101150	ENSG00000101150	European	31470	17590
eqtl-a-ENSG00000118307	ENSG00000118307	European	30985	19935
eqtl-a-ENSG00000170629	ENSG00000170629	European	31470	17634
eqtl-a-ENSG00000172731	ENSG00000172731	European	31684	21062
eqtl-a-ENSG00000078304	ENSG00000078304	European	31684	18666
eqtl-a-ENSG00000167861	ENSG00000167861	European	25476	18923
eqtl-a-ENSG00000185798	ENSG00000185798	European	26395	20104
eqtl-a-ENSG00000177359	ENSG00000177359	European	22495	21236
eqtl-a-ENSG00000065029	ENSG00000065029	European	31684	17039
eqtl-a-ENSG00000029639	ENSG00000029639	European	31470	19597
eqtl-a-ENSG00000105993	ENSG00000105993	European	31684	22121
eqtl-a-ENSG00000172780	ENSG00000172780	European	28877	17944
eqtl-a-ENSG00000119729	ENSG00000119729	European	23842	19997
eqtl-a-ENSG00000251136	ENSG00000251136	European	22495	18463
eqtl-a-ENSG00000160226	ENSG00000160226	European	31684	20646
eqtl-a-ENSG00000140688	ENSG00000140688	European	31684	14438
eqtl-a-ENSG00000139514	ENSG00000139514	European	31684	19610
eqtl-a-ENSG00000117322	ENSG00000117322	European	31470	17701
eqtl-a-ENSG00000144455	ENSG00000144455	European	31684	21434
eqtl-a-ENSG00000267348	ENSG00000267348	European	4994	17313
eqtl-a-ENSG00000139547	ENSG00000139547	European	31684	15832
eqtl-a-ENSG00000131652	ENSG00000131652	European	26609	18037
eqtl-a-ENSG00000115896	ENSG00000115896	European	31644	16367
eqtl-a-ENSG00000255968	ENSG00000255968	European	4169	17773
eqtl-a-ENSG00000198860	ENSG00000198860	European	31684	17578
eqtl-a-ENSG00000088930	ENSG00000088930	European	31470	16641
eqtl-a-ENSG00000169359	ENSG00000169359	European	14263	17443
eqtl-a-ENSG00000235890	ENSG00000235890	European	5164	17761
eqtl-a-ENSG00000157557	ENSG00000157557	European	31470	19129
eqtl-a-ENSG00000166348	ENSG00000166348	European	31684	16001
eqtl-a-ENSG00000226942	ENSG00000226942	European	5502	14841
eqtl-a-ENSG00000100417	ENSG00000100417	European	31684	18038
eqtl-a-ENSG00000203697	ENSG00000203697	European	25547	17959
eqtl-a-ENSG00000270041	ENSG00000270041	European	21861	19352
eqtl-a-ENSG00000173821	ENSG00000173821	European	31256	20336
eqtl-a-ENSG00000134452	ENSG00000134452	European	31684	22675
eqtl-a-ENSG00000225666	ENSG00000225666	European	4339	18198
eqtl-a-ENSG00000169155	ENSG00000169155	European	31684	18056
eqtl-a-ENSG00000100162	ENSG00000100162	European	31470	18711
eqtl-a-ENSG00000115607	ENSG00000115607	European	31684	17683
eqtl-a-ENSG00000163421	ENSG00000163421	European	31684	18170
eqtl-a-ENSG00000068784	ENSG00000068784	European	31684	19777
eqtl-a-ENSG00000248485	ENSG00000248485	European	24754	18488
eqtl-a-ENSG00000260884	ENSG00000260884	European	4994	18037
eqtl-a-ENSG00000227070	ENSG00000227070	European	3831	13497
eqtl-a-ENSG00000095627	ENSG00000095627	European	30213	17055
eqtl-a-ENSG00000239697	ENSG00000239697	European	31684	18636
eqtl-a-ENSG00000112763	ENSG00000112763	European	31470	18619
eqtl-a-ENSG00000147224	ENSG00000147224	European	9188	10125
eqtl-a-ENSG00000197142	ENSG00000197142	European	31684	18278
eqtl-a-ENSG00000166295	ENSG00000166295	European	31684	18295
eqtl-a-ENSG00000230162	ENSG00000230162	European	3831	9828
eqtl-a-ENSG00000160799	ENSG00000160799	European	31684	16764
eqtl-a-ENSG00000229789	ENSG00000229789	European	5164	10584
eqtl-a-ENSG00000262098	ENSG00000262098	European	3831	17279
eqtl-a-ENSG00000163380	ENSG00000163380	European	29048	19576
